,building,day,end,original_time,room,start
3874,GLD,Th,770,1200-1250,208J,720
3875,GLD,TTh,920,130-320,114,810
3876,GLD,MW,1070,430-550P,102,990
3877,GLD,TTh,710,1030-1150,435,630
3878,GLD,Th,1040,230-520,440,870
3879,GLD,TTh,1040,330-520,100,930
3880,GLD,TTh,1070,430-550P,208J,990
3881,GLD,MW,1130,530-650P,142,1050
3882,GLD,TTh,620,900-1020,442,540
3883,GLD,Th,1070,300-550,442,900
3884,SMI,MW,740,1030-1220,102,630
3885,GLD,TTh,620,900-1020,442,540
3886,GLD,T,740,1130-1220,102,690
3887,GLD,TTh,1130,530-650P,102,1050
3888,SIG,MW,1130,600-650P,229,1080
3889,PCAR,TTh,740,1130-1220,297,690
3890,PCAR,TTh,590,830-950,192,510
3891,DEM,WF,560,830-920,002,510
3892,DEM,WF,620,930-1020,002,570
3893,DEM,WF,680,1030-1120,002,630
3894,DEM,WF,740,1130-1220,002,690
3895,PCAR,TTh,680,1000-1120,192,600
3896,DEM,WF,800,1230-120,002,750
3897,DEM,WF,860,130-220,002,810
3898,DEM,WF,920,230-320,002,870
3899,DEM,WF,980,330-420,002,930
3900,PCAR,MW,890,130-250,192,810
3901,DEM,TTh,560,830-920,002,510
3902,DEM,TTh,620,930-1020,002,570
3903,DEM,TTh,680,1030-1120,002,630
3904,DEM,TTh,740,1130-1220,002,690
3905,PCAR,MW,1040,330-520,391,930
3906,PCAR,TTh,890,130-250,192,810
3907,DEM,WF,560,830-920,126,510
3908,DEM,WF,620,930-1020,126,570
3909,DEM,WF,860,130-220,126,810
3910,DEM,WF,920,230-320,126,870
3911,PCAR,MW,1010,330-450,192,930
3912,PCAR,TTh,560,830-920,490,510
3913,PCAR,TTh,620,930-1020,490,570
3914,PCAR,TTh,980,330-420,490,930
3915,PCAR,TTh,1040,430-520P,490,990
3916,DEM,MW,620,830-1020,104,510
3917,DEM,MW,740,1030-1220,104,630
3918,DEM,TTh,920,130-320,102,810
3919,PCAR,TTh,620,830-1020,391,510
3920,PCAR,MW,740,1030-1220,294,630
3921,DEM,TTh,920,130-320,104,810
3922,PCAR,MW,1040,330-520,294,930
3923,DEM,TTh,1040,330-520,104,930
3924,PCAR,MW,620,830-1020,290,510
3925,PCAR,TTh,740,1030-1220,392,630
3926,DEM,MTWThF,800,1230-120,102,750
3927,PCAR,MW,1190,600-750P,394,1080
3928,PCAR,MW,1190,600-750P,394,1080
3929,PCAR,MW,1280,800-920P,394,480
3930,PCAR,MW,1280,800-920P,394,480
3931,PCAR,MW,620,830-1020,292,510
3932,PCAR,TTh,740,1030-1220,292,630
3933,PCAR,MW,920,130-320,292,810
3934,PCAR,TTh,920,130-320,292,810
3935,PCAR,TTh,1040,330-520,294,930
3936,PCAR,MW,920,130-320,292,810
3937,PCAR,TTh,620,830-1020,294,510
3938,PCAR,MW,620,830-1020,294,510
3939,PCAR,TTh,740,1030-1220,294,630
3940,PCAR,TTh,1100,430-620P,297,990
3941,DEM,F,1040,330-520,104,930
3942,PCAR,MTWThF,620,830-1020,390,510
3943,PCAR,MTWThF,740,1030-1220,390,630
3944,PCAR,F,620,830-1020,490,510
3945,MKZ,W,740,900-1220,367,540
3946,PCAR,MW,740,1030-1220,295,630
3947,PCAR,MW,920,130-320,295,810
3948,PCAR,MW,1040,330-520,295,930
3949,PCAR,MW,1040,330-520,293,930
3950,PCAR,TTh,740,1030-1220,393,630
3951,PCAR,TTh,920,130-320,293,810
3952,PCAR,TTh,1040,330-520,293,930
3953,PCAR,MW,620,830-1020,391,510
3954,PCAR,MW,740,1030-1220,391,630
3955,PCAR,MW,920,130-320,391,810
3956,PCAR,MW,740,1030-1220,292,630
3957,PCAR,TTh,740,1030-1220,293,630
3958,PCAR,MW,1190,600-750P,391,1080
3959,PCAR,MW,1190,600-750P,391,1080
3960,PCAR,MW,1280,800-920P,391,480
3961,PCAR,MW,1280,800-920P,391,480
3962,PCAR,MW,890,130-250,393,810
3963,DEM,Th,1160,530-720P,104,1050
3964,DEM,Th,1160,530-720P,104,1050
3965,PCAR,TTh,890,130-250,393,810
3966,DEM,TTh,740,1030-1220,004,630
3967,DEM,TTh,920,130-320,004,810
3968,DEM,MW,1040,330-520,024,930
3969,DEM,TTh,920,130-320,002,810
3970,PCAR,T,1070,400-550,290,960
3971,PCAR,Th,1130,500-650P,290,1020
3972,PCAR,TTh,620,830-1020,295,510
3973,PCAR,TTh,740,1030-1220,295,630
3974,DEM,TTh,740,1030-1220,102,630
3975,PCAR,TTh,620,830-1020,290,510
3976,DEM,MW,620,830-1020,004,510
3977,DEM,TTh,1040,330-520,002,930
3978,PCAR,Th,1130,500-650P,292,1020
3979,PCAR,Th,1130,500-650P,292,1020
3980,PCAR,TTh,920,130-320,395,810
3981,PCAR,TTh,920,130-320,395,810
3982,PCAR,Th,1190,600-750P,293,1080
3983,PCAR,Th,1190,600-750P,293,1080
3984,PCAR,T,1070,400-550,290,960
3985,PCAR,T,1070,400-550,290,960
3986,PCAR,Th,1130,500-650P,290,1020
3987,PCAR,Th,1130,500-650P,290,1020
3988,PCAR,MW,920,130-320,395,810
3989,PCAR,MW,920,130-320,395,810
3990,DEM,W,1280,600-920P,112,1080
3991,DEM,W,1280,600-920P,112,1080
3992,DEM,TTh,620,830-1020,112,510
3993,DEM,TTh,740,1030-1220,112,630
3994,DEM,W,1040,130-520,112,810
3995,PCAR,MW,920,130-320,290,810
3996,PCAR,TTh,920,130-320,294,810
3997,DEM,TTh,620,830-1020,104,510
3998,DEM,TTh,740,1030-1220,104,630
3999,PCAR,TTh,620,830-1020,293,510
4000,DEM,TTh,920,130-320,024,810
4001,PCAR,TTh,1040,330-520,295,930
4002,PCAR,TTh,920,130-320,295,810
4003,DEM,MW,920,130-320,024,810
4004,DEM,MW,620,830-1020,102,510
4005,DEM,MW,740,1030-1220,102,630
4006,DEM,TTh,740,1030-1220,102,630
4007,PCAR,TTh,620,830-1020,290,510
4008,PCAR,TTh,920,130-320,291,810
4009,PCAR,MW,620,830-1020,295,510
4010,PCAR,TTh,1160,530-720P,291,1050
4011,DEM,MTWThF,1250,530-850P,102,1050
4012,PCAR,MW,740,1030-1220,392,630
4013,PCAR,MW,740,1030-1220,392,630
4014,PCAR,T,1280,600-920P,392,1080
4015,PCAR,T,1280,600-920P,392,1080
4016,PCAR,MW,920,130-320,395,810
4017,PCAR,MW,920,130-320,395,810
4018,DEM,W,1280,600-920P,112,1080
4019,DEM,W,1280,600-920P,112,1080
4020,PCAR,M,1280,600-920P,295,1080
4021,PCAR,M,1280,600-920P,295,1080
4022,PCAR,Th,1280,600-920P,393,1080
4023,PCAR,Th,1280,600-920P,393,1080
4024,PCAR,MW,920,130-320,490,810
4025,DEM,W,740,1030-1220,004,630
4026,PCAR,MW,740,1030-1220,290,630
4027,PCAR,Th,560,830-920,191,510
4028,PCAR,Th,620,930-1020,191,570
4029,PCAR,TTh,740,1030-1220,391,630
4030,PCAR,F,560,830-920,191,510
4031,PCAR,F,620,930-1020,191,570
4032,PCAR,TTh,920,130-320,391,810
4033,PCAR,F,860,130-220,191,810
4034,PCAR,F,920,230-320,191,870
4035,PCAR,TTh,740,1030-1220,191,630
4036,PCAR,TTh,1040,330-520,191,930
4037,DEM,MW,1040,330-520,102,930
4038,PCAR,MW,920,130-320,190,810
4039,PCAR,MW,740,1030-1220,190,630
4040,PCAR,TTh,920,130-320,190,810
4041,PCAR,TTh,1040,330-520,190,930
4042,DEM,F,740,1030-1220,112,630
4043,PCAR,MW,1310,530-950P,294,1050
4044,PCAR,MW,1310,530-950P,393,1050
4045,PCAR,MW,740,1030-1220,291,630
4046,PCAR,MW,920,130-320,291,810
4047,PCAR,MW,1040,330-520,292,930
4048,PCAR,TTh,740,1030-1220,490,630
4049,DEM,Th,1130,530-650P,002,1050
4050,DEM,Th,1130,530-650P,004,1050
4051,DEM,Th,1130,530-650P,012,1050
4052,DEM,Th,1130,530-650P,004,1050
4053,DEM,Th,1130,530-650P,024,1050
4054,DEM,Th,1130,530-650P,112,1050
4055,DEM,Th,1130,530-650P,126,1050
4056,EXED,Th,1130,530-650P,110,1050
4057,PCAR,T,1280,600-920P,295,1080
4058,PCAR,T,1280,600-920P,295,1080
4059,DEM,M,800,1230-120,104,750
4060,DEM,M,800,1230-120,104,750
4061,DEM,M,1070,500-550P,104,1020
4062,DEM,M,1070,500-550P,104,1020
4063,PCAR,MWF,620,830-1020,192,510
4064,PCAR,MWF,740,1030-1220,192,630
4065,PCAR,TTh,1220,600-820P,192,1080
4066,DEM,TTh,1040,330-520,112,930
4067,DEM,TTh,920,130-320,112,810
4068,DEM,MW,740,1030-1220,024,630
4069,DEM,MW,620,830-1020,024,510
4070,DEM,TTh,740,1030-1220,024,630
4071,PCAR,TTh,740,1030-1220,395,630
4072,PCAR,TTh,1040,330-520,291,930
4073,PCAR,MW,620,830-1020,291,510
4074,DEM,MW,920,130-320,104,810
4075,PCAR,MW,740,1030-1220,293,630
4076,DEM,MW,920,130-320,012,810
4077,PCAR,F,1040,830-520,290,510
4078,PCAR,F,800,830-120,295,510
4079,DEM,TTh,620,830-1020,024,510
4080,PCAR,F,1040,830-520,291,510
4081,DEM,F,800,830-120,104,510
4082,DEM,MW,1040,330-520,012,930
4083,PCAR,F,1040,830-520,391,510
4084,PCAR,F,800,830-120,395,510
4085,DEM,TTh,1040,330-520,012,930
4086,PCAR,MW,1190,600-750P,392,1080
4087,PCAR,MW,1190,600-750P,392,1080
4088,PCAR,MW,1280,800-920P,392,480
4089,PCAR,MW,1280,800-920P,392,480
4090,PCAR,TTh,920,130-320,392,810
4091,PCAR,TTh,920,130-320,392,810
4092,PCAR,TTh,1040,330-520,392,930
4093,PCAR,TTh,1040,330-520,392,930
4094,PCAR,T,1130,330-650,395,930
4095,PCAR,T,1130,330-650,395,930
4096,DEM,M,1280,600-920P,104,1080
4097,DEM,M,1280,600-920P,104,1080
4098,DEM,W,680,830-1120,112,510
4099,PCAR,W,710,830-1150,393,510
4100,PCAR,M,740,830-1220,492,510
4101,PCAR,F,800,930-120,392,570
4102,PCAR,F,980,130-420,392,810
4103,PCAR,TTh,1040,330-520,391,930
4104,PCAR,TTh,620,830-1020,291,510
4105,PCAR,TTh,740,1030-1220,291,630
4106,PCAR,MW,1040,330-520,291,930
4107,DEM,TTh,740,1030-1220,012,630
4108,DEM,TTh,920,130-320,012,810
4109,PCAR,TTh,920,130-320,290,810
4110,PCAR,MW,920,130-320,293,810
4111,PCAR,TTh,920,130-320,394,810
4112,PCAR,TTh,620,830-1020,295,510
4113,PCAR,TTh,740,1030-1220,295,630
4114,PCAR,MW,920,130-320,394,810
4115,DEM,MW,740,1030-1220,012,630
4116,PCAR,MW,620,830-1020,395,510
4117,PCAR,MW,740,1030-1220,395,630
4118,PCAR,TTh,740,1030-1220,394,630
4119,PCAR,TTh,740,1030-1220,394,630
4120,PCAR,Th,1280,600-920P,394,1080
4121,PCAR,Th,1280,600-920P,394,1080
4122,PCAR,MW,1040,330-520,395,930
4123,PCAR,MW,1040,330-520,395,930
4124,PCAR,W,1280,600-920P,395,1080
4125,PCAR,W,1280,600-920P,395,1080
4126,PCAR,T,1280,600-920P,293,1080
4127,PCAR,T,1280,600-920P,293,1080
4128,PCAR,F,980,100-420,393,780
4129,PCAR,F,740,900-1220,393,540
4130,PCAR,MW,740,1030-1220,394,630
4131,DEM,MW,920,130-320,102,810
4132,DEM,TTh,1040,330-520,102,930
4133,DEM,MW,920,130-320,004,810
4134,PCAR,MW,1190,600-750P,390,1080
4135,PCAR,MW,1190,600-750P,390,1080
4136,PCAR,MW,1280,800-920P,390,480
4137,PCAR,MW,1280,800-920P,390,480
4138,PCAR,TTh,620,830-1020,190,510
4139,PCAR,TTh,620,830-1020,190,510
4140,PCAR,M,1280,600-920P,395,1080
4141,PCAR,M,1280,600-920P,395,1080
4142,PCAR,W,1280,600-920P,295,1080
4143,PCAR,W,1280,600-920P,295,1080
4144,DEM,W,740,830-1220,124,510
4145,MKZ,TTh,680,930-1120,367,570
4146,DEM,F,740,1030-1220,112,630
4147,EXED,MW,590,830-950,110,510
4148,DEM,Th,560,830-920,126,510
4149,DEM,Th,620,930-1020,126,570
4150,DEM,Th,680,1030-1120,126,630
4151,EXED,MW,680,1000-1120,110,600
4152,DEM,Th,740,1130-1220,126,690
4153,DEM,Th,800,1230-120,126,750
4154,DEM,Th,860,130-220,126,810
4155,EXED,MW,890,130-250,110,810
4156,DEM,Th,920,230-320,126,870
4157,DEM,Th,980,330-420,126,930
4158,DEM,Th,1040,430-520P,126,990
4159,PCAR,TTh,740,1030-1220,190,630
4160,PCAR,M,710,830-1150,393,510
4161,DEM,M,740,830-1220,124,510
4162,DEM,F,740,1030-1220,112,630
4163,PCAR,MW,1310,530-950P,293,1050
4164,HSD,MWF,560,730-920,D751,1170
4165,HST,TTh,560,800-920,T360+A,480
4166,HST,MF,560,730-920,T474,1170
4167,HST,TW,560,730-920,T531,1170
4168,HST,MTWThF,560,730-920,T739,1170
4169,HST,W,800,1230-120,T639,750
4170,HST,MTThF,1040,130-520,T733,810
4171,HST,MTThF,1040,130-520,T733,810
4172,HSI,MTThF,1040,130-520,I142,810
4173,SOCC,MTThF,1040,130-520,224,810
4174,HST,M,710,800-1150,T733,480
4175,HST,M,710,730-1150,T733,1170
4176,HST,F,710,730-1150,T733,1170
4177,HSD,MTWThF,530,730-850,D209,1170
4178,HST,W,620,730-1020,T733,1170
4179,HST,Th,710,730-1150,T733,1170
4180,HSK,W,620,930-1020,K069,570
4181,HST,Th,560,730-920,T435,1170
4182,HSK,M,560,830-920,K069,510
4183,HST,T,710,1030-1150,T733,630
4184,HST,T,710,1030-1150,T733,630
4185,HSE,F,1010,230-450,E212,870
4186,HST,F,1010,200-450,T473,840
4187,HSRR,M,800,1230-120,RR134,750
4188,HST,M,800,1230-120,T531,750
4189,HST,Th,800,1230-120,T733,750
4190,HST,W,800,1200-120,T359,720
4191,HST,T,630,800-1030,T635,480
4192,HST,W,530,730-850,T498,1170
4193,HSD,M,830,100-150,D561,780
4194,HSB,MTh,530,800-850,B330,480
4195,HSB,M,890,200-250,B330,840
4196,HSB,M,980,200-420,B330,840
4197,HSB,Th,950,130-350,B330,810
4198,HSD,T,680,1000-1120,D561,600
4199,HSB,T,830,100-150,B330,780
4200,HSB,W,530,730-850,B330,1170
4201,HSB,T,530,800-850,B330,480
4202,HSB,F,1010,200-450,B330,840
4203,HSD,F,920,130-320,D561,810
4204,HSE,F,710,1000-1150,E214,600
4205,HSE,W,920,100-320,E214,780
4206,HST,Th,800,1230-120,T474A,750
4207,HSRR,Th,530,800-850,RR134,480
4208,HSRR,T,530,800-850,RR134,480
4209,HSRR,F,530,800-850,RR134,480
4210,HST,T,800,1230-120,T641,750
4211,HSD,Th,1010,330-450,D683A,930
4212,HSD,Th,920,230-320,D683A,870
4213,HSD,M,740,1030-1220,D683A,630
4214,HSD,Th,650,930-1050,D751,570
4215,HSD,W,770,900-1250,D751,540
4216,HSD,T,1010,330-450,D751,930
4217,HSD,T,560,730-920,D756,1170
4218,HSD,F,800,1230-120,D751,750
4219,HSD,F,530,800-850,D756,480
4220,SMI,TTh,650,830-1050,304,510
4221,MLR,T,1130,430-650P,112,990
4222,SAV,Th,830,1130-150,131,690
4223,DEN,T,980,230-420,213,870
4224,MLR,W,770,1200-1250,112A,720
4225,ART,M,1130,430-650P,003,990
4226,MLR,W,1130,430-650P,112,990
4227,MLR,M,1130,430-650P,215,990
4228,RAI,Th,860,1230-220,109,750
4229,MLR,Th,1160,430-720P,411,990
4230,MLR,W,1160,430-720P,423A,990
4231,MLR,M,1130,430-650P,212,990
4232,MLR,W,860,1230-220,215,750
4233,DEN,Th,830,1130-150,212,690
4234,MLR,TTh,830,1130-150,112,690
4235,ARC,W,1010,330-450,147,930
4236,MLR,F,620,930-1020,112,570
4237,MLR,F,740,1130-1220,112,690
4238,MLR,F,800,1230-120,112,750
4239,MLR,F,860,130-220,112,810
4240,MLR,F,920,230-320,112,870
4241,ARC,W,1010,330-450,147,930
4242,MLR,F,560,830-920,112,510
4243,MLR,F,680,1030-1120,112,630
4244,BAG,MW,1010,230-450,260,870
4245,SAV,MW,650,830-1050,264,510
4246,OUG,MW,680,1000-1120,136,600
4247,MLR,TTh,650,830-1050,112,510
4248,MLR,TTh,650,830-1050,112,510
4249,CMU,TTh,830,1130-150,326,690
4250,CMU,TTh,830,1130-150,326,690
4251,ARC,TTh,1010,230-450,G070,870
4252,ARC,TTh,1010,230-450,G070,870
4253,MOR,M,980,300-420,220,900
4254,SAV,M,680,1000-1120,139,600
4255,SAV,M,1100,500-620P,168,1020
4256,SAV,W,1010,330-450,260,930
4257,SAV,W,1010,330-450,260,930
4258,MLR,Th,680,1030-1120,104,630
4259,LOW,Th,680,930-1120,206,570
4260,SMI,W,1040,430-520P,115,990
4261,MLR,MW,650,830-1050,104,510
4262,SMI,TTh,1010,230-450,211,870
4263,EEB,TTh,830,1130-150,125,690
4264,OUG,M,980,300-420,136,900
4265,MGH,M,1040,430-520P,228,990
4266,SAV,M,1040,430-520P,156,990
4267,SAV,M,1040,430-520P,138,990
4268,MGH,M,1040,430-520P,287,990
4269,SAV,M,1040,430-520P,139,990
4270,SAV,M,1040,430-520P,137,990
4271,MGH,M,1040,430-520P,248,990
4272,EEB,M,1040,430-520P,025,990
4273,MGH,M,1040,430-520P,242,990
4274,MGH,M,1040,430-520P,288,990
4275,CMU,W,1100,500-620P,326,1020
4276,BAG,TTh,980,230-420,154,870
4277,MGH,T,1010,330-450,074,930
4278,SIG,M,710,1030-1150,227,630
4279,MGH,M,770,1130-1250,082A,690
4280,MGH,W,710,1030-1150,082A,630
4281,GLD,T,1160,600-720P,436,1080
4282,MGH,T,1160,600-720P,234,1080
4283,MGH,W,1100,500-620P,241,1020
4284,SAV,W,1100,500-620P,156,1020
4285,MGH,M,1160,600-720P,097,1080
4286,MLR,F,980,330-420,320,930
4287,MLR,F,980,330-420,320,930
4288,SIG,MW,770,1030-1250,225,630
4289,PCAR,M,1130,530-650P,291,1050
4290,MLR,M,590,830-950,112,510
4291,MLR,Th,1130,530-650P,215,1050
4292,DEN,MW,590,830-950,303,510
4293,DEN,MW,590,830-950,303,510
4294,DEN,MW,590,830-950,303,510
4295,MEB,Th,680,1000-1120,248,600
4296,MEB,Th,680,1000-1120,248,600
4297,THO,F,1010,230-450,125,870
4298,SIG,MW,650,830-1050,228,510
4299,NAN,MW,830,1130-150,181,690
4300,OUG,TTh,830,1130-150,136,690
4301,MLR,MW,830,1130-150,104,690
4302,MLR,M,680,1000-1120,112,600
4303,MLR,T,770,800-1250,212,480
4304,DEN,Th,770,800-1250,113,480
4305,MLR,Th,770,800-1250,320,480
4306,DEN,T,770,800-1250,213,480
4307,DEN,W,1130,400-650,113,960
4308,MLR,W,920,1230-320,212,750
4309,MLR,W,710,900-1150,112,540
4310,MLR,F,650,830-1050,212,510
4311,MLR,F,830,1130-150,212,690
4312,MLR,Th,740,1030-1220,411,630
4313,MLR,T,740,1030-1220,104,630
4314,DEN,T,740,1030-1220,113,630
4315,DEN,Th,740,1030-1220,213,630
4316,MLR,TTh,620,830-1020,104,510
4317,MLR,TTh,620,830-1020,411,510
4318,DEN,TTh,620,830-1020,212,510
4319,DEN,TTh,920,130-320,113,810
4320,MLR,TTh,920,130-320,215,810
4321,MLR,TTh,920,130-320,320,810
4322,MLR,TTh,920,130-320,212,810
4323,MLR,TTh,920,130-320,423A,810
4324,SMI,M,1130,430-650P,404,990
4325,MLR,M,1130,430-650P,112,990
4326,DEM,F,650,830-1050,102,510
4327,MLR,W,1130,430-650P,320,990
4328,MLR,Th,1130,430-650P,320,990
4329,MLR,W,1130,430-650P,104,990
4330,MLR,T,1130,430-650P,212,990
4331,MLR,M,1130,430-650P,320,990
4332,MGH,T,860,1230-220,291,750
4333,MGH,Th,1280,700-920P,295,1140
4334,MLR,T,1280,700-920P,104,1140
4335,MLR,T,1280,700-920P,104,1140
4336,AND,MW,1010,230-450,223,870
4337,AND,MW,1010,230-450,223,870
4338,DEN,MW,830,1130-150,303,690
4339,ART,TTh,830,1130-150,003,690
4340,MLR,T,1130,430-650P,301,990
4341,MLR,Th,1130,430-650P,112,990
4342,MLR,W,860,1130-220,320,690
4343,MLR,T,950,200-350,402P,840
4344,MLR,W,1130,430-650P,411,990
4345,MLR,W,1070,400-550,402P,960
4346,DEN,T,1130,430-650P,212,990
4347,MLR,W,980,200-420,104,840
4348,MLR,F,740,1100-1220,402T,660
4349,MLR,T,740,1130-1220,411,690
4350,MLR,T,920,130-320,411,810
4351,MLR,F,770,1130-1250,423A,690
4352,MLR,T,1130,430-650P,104,990
4353,MLR,M,1130,430-650P,411,990
4354,MLR,T,980,200-420,104,840
4355,MLR,T,980,200-420,104,840
4356,MLR,T,980,330-420,320,930
4357,MLR,W,710,900-1150,212,540
4358,MLR,W,920,1230-320,112,750
4359,MLR,W,1130,430-650P,212,990
4360,MLR,M,1130,430-650P,104,990
4361,MLR,T,740,1030-1220,102T,630
4362,MLR,T,740,1030-1220,112A,630
4363,MLR,W,1130,430-650P,112A,990
4364,MLR,T,860,1230-220,112A,750
4365,MLR,T,1160,430-720P,316,990
4366,MLR,Th,1130,430-650P,212,990
4367,MLR,T,1070,430-550P,320,990
4368,DEN,Th,1130,430-650P,212,990
4369,DEN,T,1130,430-650P,213,990
4370,MLR,T,1130,430-650P,411,990
4371,BAG,MWF,740,1130-1220,131,690
4372,SIG,Th,620,830-1020,230,510
4373,SIG,Th,620,830-1020,225,510
4374,SMI,Th,740,1030-1220,313,630
4375,DEM,Th,740,1030-1220,124,630
4376,SMI,Th,860,1230-220,307,750
4377,GLD,Th,860,1230-220,436,750
4378,PAR,Th,980,230-420,106,870
4379,MUE,Th,980,230-420,154,870
4380,BAG,Th,980,230-420,331A,870
4381,CMU,MW,740,1030-1220,120,630
4382,CMU,MW,740,1030-1220,120,630
4383,SAV,M,920,130-320,260,810
4384,SAV,M,920,130-320,260,810
4385,MGH,TTh,620,930-1020,241,570
4386,GUG,Th,740,1030-1220,205,630
4387,GUG,Th,860,1230-220,205,750
4388,GUG,F,620,830-1020,205,510
4389,GUG,F,740,1030-1220,205,630
4390,GUG,F,860,1230-220,205,750
4391,THO,MW,740,1030-1220,125,630
4392,GWN,T,680,1030-1120,201,630
4393,GUG,TTh,590,830-950,218,510
4394,AND,MWF,800,1230-120,010,750
4395,GUG,MW,590,830-950,204,510
4396,GUG,T,980,130-420,205,810
4397,GUG,W,980,130-420,205,810
4398,JHN,T,800,1230-120,026,750
4399,AER,Th,1040,230-520,120,870
4400,AER,F,740,930-1220,120,570
4401,AER,F,980,130-420,120,810
4402,LOW,TTh,950,230-350,216,870
4403,LOW,TTh,1040,400-520,216,960
4404,LOW,MW,980,230-420,202,870
4405,GUG,TTh,590,830-950,204,510
4406,GUG,TTh,680,1000-1120,204,600
4407,GUG,MW,590,830-950,218,510
4408,GUG,TTh,680,1000-1120,218,600
4409,EEB,MW,860,1230-220,003,750
4410,GUG,TTh,950,230-350,204,870
4411,EEB,M,920,230-320,037,870
4412,MEB,Th,500,400-820,106,960
4413,OTB,M,1040,330-520,014,930
4414,GUG,MW,680,1000-1120,204,600
4415,LOW,M,1310,600-950P,206,1080
4416,LOW,T,1310,600-950P,206,1080
4417,LOW,Th,1310,600-950P,206,1080
4418,LOW,W,1310,600-950P,206,1080
4419,GUG,M,1310,600-950P,204,1080
4420,BAG,W,920,230-320,261,870
4421,NAN,MTWThF,560,830-920,181,510
4422,SMI,MTWThF,680,1030-1120,211,630
4423,GUG,MWF,740,1130-1220,204,690
4424,JHN,MWF,680,1030-1120,175,630
4425,BAG,T,620,930-1020,261,570
4426,BNS,T,680,1030-1120,117,630
4427,BNS,TTh,800,1230-120,203,750
4428,BNS,M,890,130-250,203,810
4429,BNS,T,890,130-250,203,810
4430,NAN,T,1040,130-520,180,810
4431,NAN,T,740,830-1220,180,510
4432,BNS,TTh,710,1030-1150,203,630
4433,BNS,T,1040,130-520,123,810
4434,BNS,W,1040,130-520,123,810
4435,JHN,MWF,620,930-1020,175,570
4436,BAG,Th,620,930-1020,260,570
4437,SIG,Th,680,1030-1120,226,630
4438,BNS,MWF,800,1230-120,203,750
4439,JHN,TTh,830,1230-150,175,750
4440,SIG,MWThF,860,130-220,224,810
4441,THO,MW,800,1230-120,125,750
4442,LOW,MW,980,230-420,202,870
4443,BNS,Th,980,330-420,117,930
4444,SMI,MTWThF,800,1230-120,115,750
4445,PAA,M,1040,330-520,A110,930
4446,EEB,MTWThF,740,1130-1220,037,690
4447,MOR,MWF,560,830-920,220,510
4448,NAN,T,1040,130-520,180,810
4449,NAN,T,740,830-1220,180,510
4450,BNS,TTh,710,1030-1150,203,630
4451,BNS,W,1040,130-520,123,810
4452,BNS,T,1040,130-520,123,810
4453,MEB,F,920,230-320,102,870
4454,THO,MW,800,1230-120,125,750
4455,PAA,T,1040,430-520P,A118,990
4456,EEB,MWF,680,1030-1120,125,630
4457,THO,T,740,1030-1220,334,630
4458,THO,Th,740,1030-1220,234,630
4459,JHN,T,920,130-320,022,810
4460,DEN,Th,920,130-320,213,810
4461,OTB,MW,860,1230-220,014,750
4462,JHN,TTh,620,830-1020,102,510
4463,MOR,W,680,1030-1120,221,630
4464,MOR,T,860,130-220,221,810
4465,MOR,F,560,830-920,221,510
4466,MOR,Th,860,130-220,221,810
4467,CMU,MW,620,830-1020,120,510
4468,MOR,Th,740,1030-1220,034,630
4469,MOR,Th,920,130-320,034,810
4470,MOR,Th,1040,330-520,034,930
4471,RAI,MW,620,830-1020,121,510
4472,LOW,W,680,1030-1120,105,630
4473,MEB,W,740,1130-1220,248,690
4474,HHL,T,680,1030-1120,206,630
4475,HHL,T,740,1130-1220,206,690
4476,HHL,T,860,130-220,206,810
4477,HHL,T,920,230-320,206,870
4478,HHL,T,980,330-420,206,930
4479,HHL,T,1040,430-520P,206,990
4480,MOR,TTh,590,830-950,225,510
4481,MOR,MW,620,830-1020,225,510
4482,EEB,TTh,950,230-350,042,870
4483,WFS,MW,920,130-320,201,810
4484,ART,F,620,830-1020,317,510
4485,EEB,F,920,130-320,025,810
4486,SMI,MW,740,1030-1220,102,630
4487,MGH,TTh,740,1130-1220,389,690
4488,JHN,MW,620,830-1020,075,510
4489,MEB,M,980,230-420,238,870
4490,MOR,MW,860,130-220,230,810
4491,MUE,TTh,950,230-350,153,870
4492,FTR,M,1040,230-520,124,870
4493,FTR,W,1040,230-520,124,870
4494,MOR,MW,980,230-420,230,870
4495,SIG,TTh,740,1030-1220,225,630
4496,MOR,MW,950,230-350,225,870
4497,LOW,MWF,680,1030-1120,206,630
4498,LOW,WF,770,1130-1250,201,690
4499,LOW,Th,1280,600-920P,102,1080
4500,MOR,TTh,800,1230-120,225,750
4501,WIL,TTh,710,1000-1150,073,600
4502,SAV,T,1040,330-520,139,930
4503,AND,Th,1010,330-450,010,930
4504,DEN,W,920,230-320,210,870
4505,BAG,Th,1010,330-450,261,930
4506,MEB,TTh,680,1000-1120,251,600
4507,MOR,TTh,590,830-950,221,510
4508,LOW,MW,620,830-1020,205,510
4509,MOR,TTh,620,830-1020,234,510
4510,MOR,MW,980,230-420,230,870
4511,MOR,TTh,920,130-320,234,810
4512,SIG,TTh,740,1030-1220,225,630
4513,LOW,WF,770,1130-1250,201,690
4514,MOR,TTh,740,1030-1220,221,630
4515,MEB,MWF,560,830-920,103,510
4516,MOR,MW,680,1000-1120,234,600
4517,MOR,TTh,920,130-320,230,810
4518,MOR,TTh,740,1030-1220,234,630
4519,MOR,MW,980,230-420,221,870
4520,MOR,MW,770,1130-1250,221,690
4521,MLR,MW,860,1230-220,301,750
